"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","TONNAGE_T","VA_POPANNEE","RATIO_KG_HAB"
"2011","11","Ile-de-France","91","Essonne","08B","Emballages, journaux-magazines",51611.8,1225191,42.13
"2011","11","Ile-de-France","91","Essonne","08C","Verre",25418.9,1225191,20.75
"2011","11","Ile-de-France","92","Hauts-de-seine","08A","Ordures ménagères résiduelles",467951.22,1581628,295.87
"2011","11","Ile-de-France","92","Hauts-de-seine","08B","Emballages, journaux-magazines",53782.78,1581628,34
"2011","11","Ile-de-France","92","Hauts-de-seine","08C","Verre",27771.24,1581628,17.56
"2011","11","Ile-de-France","93","Seine-Saint-Denis","08A","Ordures ménagères résiduelles",492849.65,1529928,322.14
"2011","11","Ile-de-France","93","Seine-Saint-Denis","08B","Emballages, journaux-magazines",35213.03,1529928,23.02
"2011","11","Ile-de-France","93","Seine-Saint-Denis","08C","Verre",15812.92,1529928,10.34
"2011","11","Ile-de-France","94","Val-de-Marne","08A","Ordures ménagères résiduelles",378327.52,1333702,283.67
"2011","11","Ile-de-France","94","Val-de-Marne","08B","Emballages, journaux-magazines",46357.59,1333702,34.76
"2011","11","Ile-de-France","94","Val-de-Marne","08C","Verre",22244.95,1333702,16.68
"2011","11","Ile-de-France","95","Val-d'Oise","08A","Ordures ménagères résiduelles",359975.51,1180365,304.97
"2011","11","Ile-de-France","95","Val-d'Oise","08B","Emballages, journaux-magazines",38433.62,1180365,32.56
"2011","11","Ile-de-France","95","Val-d'Oise","08C","Verre",20988.84,1180365,17.78
"2011","28","Normandie","14","Calvados","08A","Ordures ménagères résiduelles",202616.48,685262,295.68
"2011","28","Normandie","14","Calvados","08B","Emballages, journaux-magazines",38290.65,685262,55.88
"2011","28","Normandie","14","Calvados","08C","Verre",24094.64,685262,35.16
"2011","28","Normandie","27","Eure","08A","Ordures ménagères résiduelles",163120.15,588111,277.36
"2011","28","Normandie","27","Eure","08B","Emballages, journaux-magazines",25031.38,588111,42.56
"2011","28","Normandie","27","Eure","08C","Verre",17763.18,588111,30.2
"2011","28","Normandie","50","Manche","08A","Ordures ménagères résiduelles",144944.91,499531,290.16
"2011","28","Normandie","50","Manche","08B","Emballages, journaux-magazines",29482.34,499531,59.02
"2011","28","Normandie","50","Manche","08C","Verre",21653.36,499531,43.35
"2011","28","Normandie","61","Orne","08A","Ordures ménagères résiduelles",74188.55,290891,255.04
"2011","28","Normandie","61","Orne","08B","Emballages, journaux-magazines",12524.75,290891,43.06
"2011","28","Normandie","61","Orne","08C","Verre",9322.71,290891,32.05
"2011","28","Normandie","76","Seine-Maritime","08A","Ordures ménagères résiduelles",364786.39,1251282,291.53
"2011","28","Normandie","76","Seine-Maritime","08B","Emballages, journaux-magazines",52057.41,1251282,41.6
"2011","28","Normandie","76","Seine-Maritime","08C","Verre",33464.65,1251282,26.74
"2011","75","Nouvelle-Aquitaine","16","Charente","08A","Ordures ménagères résiduelles",77082.1,352705,218.55
"2011","75","Nouvelle-Aquitaine","16","Charente","08B","Emballages, journaux-magazines",21908,352705,62.11
"2011","75","Nouvelle-Aquitaine","16","Charente","08C","Verre",11600.3,352705,32.89
"2011","75","Nouvelle-Aquitaine","16","Charente","08D","Déchets de produits alimentaires",228,352705,0.65
"2011","75","Nouvelle-Aquitaine","17","Charente-Maritime","08A","Ordures ménagères résiduelles",192256.8,625682,307.28
"2011","75","Nouvelle-Aquitaine","17","Charente-Maritime","08B","Emballages, journaux-magazines",38674.23,625682,61.81
"2011","75","Nouvelle-Aquitaine","17","Charente-Maritime","08C","Verre",27126.27,625682,43.35
"2011","75","Nouvelle-Aquitaine","19","Corrèze","08A","Ordures ménagères résiduelles",70216.41,242454,289.61
"2011","75","Nouvelle-Aquitaine","19","Corrèze","08B","Emballages, journaux-magazines",8570.14,242454,35.35
"2011","75","Nouvelle-Aquitaine","19","Corrèze","08C","Verre",6792.51,242454,28.02
"2011","75","Nouvelle-Aquitaine","23","Creuse","08A","Ordures ménagères résiduelles",29430.13,122560,240.13
"2011","75","Nouvelle-Aquitaine","23","Creuse","08B","Emballages, journaux-magazines",6367.96,122560,51.96
"2011","75","Nouvelle-Aquitaine","23","Creuse","08C","Verre",4607.81,122560,37.6
"2011","75","Nouvelle-Aquitaine","24","Dordogne","08A","Ordures ménagères résiduelles",110203.55,415168,265.44
"2011","75","Nouvelle-Aquitaine","24","Dordogne","08B","Emballages, journaux-magazines",17283.01,415168,41.63
"2011","75","Nouvelle-Aquitaine","24","Dordogne","08C","Verre",14800.75,415168,35.65
"2011","75","Nouvelle-Aquitaine","24","Dordogne","08D","Déchets de produits alimentaires",36,415168,0.09
"2011","75","Nouvelle-Aquitaine","33","Gironde","08A","Ordures ménagères résiduelles",413195.98,1463662,282.3
"2011","75","Nouvelle-Aquitaine","33","Gironde","08B","Emballages, journaux-magazines",86747.42,1463662,59.27
"2011","75","Nouvelle-Aquitaine","33","Gironde","08C","Verre",45084.79,1463662,30.8
"2011","75","Nouvelle-Aquitaine","40","Landes","08A","Ordures ménagères résiduelles",151866.82,387929,391.48
"2011","75","Nouvelle-Aquitaine","40","Landes","08B","Emballages, journaux-magazines",16500.4,387929,42.53
"2011","75","Nouvelle-Aquitaine","40","Landes","08C","Verre",14912.64,387929,38.44
"2011","75","Nouvelle-Aquitaine","40","Landes","08D","Déchets de produits alimentaires",196.41,387929,0.51
"2011","75","Nouvelle-Aquitaine","47","Lot-et-Garonne","08A","Ordures ménagères résiduelles",90790.65,330866,274.4
"2011","75","Nouvelle-Aquitaine","47","Lot-et-Garonne","08B","Emballages, journaux-magazines",14275.81,330866,43.15
"2011","75","Nouvelle-Aquitaine","47","Lot-et-Garonne","08C","Verre",9423.42,330866,28.48
"2011","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08A","Ordures ménagères résiduelles",190092.66,656608,289.51
"2011","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08B","Emballages, journaux-magazines",26002.69,656608,39.6
"2011","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08C","Verre",21363.76,656608,32.54
"2011","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08A","Ordures ménagères résiduelles",75841.9,370939,204.46
"2011","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08B","Emballages, journaux-magazines",19080.1,370939,51.44
"2011","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08C","Verre",13128.5,370939,35.39
"2011","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08D","Déchets de produits alimentaires",190,370939,0.51
"2011","75","Nouvelle-Aquitaine","86","Vienne","08A","Ordures ménagères résiduelles",98400.76,428447,229.67
"2011","75","Nouvelle-Aquitaine","86","Vienne","08B","Emballages, journaux-magazines",21845.15,428447,50.99
"2011","75","Nouvelle-Aquitaine","86","Vienne","08C","Verre",15059.48,428447,35.15
"2011","75","Nouvelle-Aquitaine","87","Haute-Vienne","08A","Ordures ménagères résiduelles",90529.04,376058,240.73
"2011","75","Nouvelle-Aquitaine","87","Haute-Vienne","08B","Emballages, journaux-magazines",25177.62,376058,66.95
"2011","75","Nouvelle-Aquitaine","87","Haute-Vienne","08C","Verre",11003.18,376058,29.26
"2011","76","Occitanie","09","Ariège","08A","Ordures ménagères résiduelles",47020.08,152286,308.76
"2011","76","Occitanie","09","Ariège","08B","Emballages, journaux-magazines",7893.61,152286,51.83
"2011","76","Occitanie","09","Ariège","08C","Verre",4741.31,152286,31.13
"2011","76","Occitanie","11","Aude","08A","Ordures ménagères résiduelles",122543.97,359967,340.43
"2011","76","Occitanie","11","Aude","08B","Emballages, journaux-magazines",16628.33,359967,46.19
"2011","76","Occitanie","11","Aude","08C","Verre",10614.07,359967,29.49
"2011","76","Occitanie","12","Aveyron","08A","Ordures ménagères résiduelles",65080.42,275813,235.96
"2011","76","Occitanie","12","Aveyron","08B","Emballages, journaux-magazines",15076.52,275813,54.66
"2011","76","Occitanie","12","Aveyron","08C","Verre",8111.77,275813,29.41
"2011","76","Occitanie","30","Gard","08A","Ordures ménagères résiduelles",222137.07,718357,309.23
"2011","76","Occitanie","30","Gard","08B","Emballages, journaux-magazines",37601.17,718357,52.34
"2011","76","Occitanie","30","Gard","08C","Verre",21139.76,718357,29.43
"2011","76","Occitanie","31","Haute-Garonne","08A","Ordures ménagères résiduelles",352016.16,1260226,279.33
"2011","76","Occitanie","31","Haute-Garonne","08B","Emballages, journaux-magazines",61104.62,1260226,48.49
"2011","76","Occitanie","31","Haute-Garonne","08C","Verre",35875.05,1260226,28.47
"2011","76","Occitanie","32","Gers","08A","Ordures ménagères résiduelles",48682.28,188893,257.72
"2011","76","Occitanie","32","Gers","08B","Emballages, journaux-magazines",8836.13,188893,46.78
"2011","76","Occitanie","32","Gers","08C","Verre",6658.8,188893,35.25
"2011","76","Occitanie","34","Hérault","08A","Ordures ménagères résiduelles",348589.86,1062036,328.23
"2011","76","Occitanie","34","Hérault","08B","Emballages, journaux-magazines",53907.52,1062036,50.76
"2011","76","Occitanie","34","Hérault","08C","Verre",29445.65,1062036,27.73
"2011","76","Occitanie","34","Hérault","08D","Déchets de produits alimentaires",7207,1062036,6.79
"2011","76","Occitanie","46","Lot","08A","Ordures ménagères résiduelles",42013.36,174754,240.41
"2011","76","Occitanie","46","Lot","08B","Emballages, journaux-magazines",14587.79,174754,83.48
"2011","76","Occitanie","46","Lot","08C","Verre",6586.78,174754,37.69
"2011","76","Occitanie","48","Lozère","08A","Ordures ménagères résiduelles",21688.65,77156,281.1
"2011","76","Occitanie","48","Lozère","08B","Emballages, journaux-magazines",3284.04,77156,42.56
"2011","76","Occitanie","48","Lozère","08C","Verre",2356.89,77156,30.55
"2011","76","Occitanie","65","Hautes-Pyrénées","08A","Ordures ménagères résiduelles",71777.12,229228,313.13
"2011","76","Occitanie","65","Hautes-Pyrénées","08B","Emballages, journaux-magazines",12494.47,229228,54.51
"2011","76","Occitanie","65","Hautes-Pyrénées","08C","Verre",6888.11,229228,30.05
"2011","76","Occitanie","66","Pyrénées-Orientales","08A","Ordures ménagères résiduelles",164274.19,452530,363.01
"2011","76","Occitanie","66","Pyrénées-Orientales","08B","Emballages, journaux-magazines",27074.47,452530,59.83
"2011","76","Occitanie","66","Pyrénées-Orientales","08C","Verre",13392.03,452530,29.59
"2011","76","Occitanie","81","Tarn","08A","Ordures ménagères résiduelles",96771.92,377675,256.23
"2011","76","Occitanie","81","Tarn","08B","Emballages, journaux-magazines",20240.26,377675,53.59
"2011","76","Occitanie","81","Tarn","08C","Verre",10433.66,377675,27.63
"2011","76","Occitanie","82","Tarn-et-Garonne","08A","Ordures ménagères résiduelles",64433.7,244545,263.48
"2011","76","Occitanie","82","Tarn-et-Garonne","08B","Emballages, journaux-magazines",15493.44,244545,63.36
"2011","76","Occitanie","82","Tarn-et-Garonne","08C","Verre",6609.19,244545,27.03
"2011","52","Pays de la Loire","44","Loire-Atlantique","08A","Ordures ménagères résiduelles",298456.97,1296364,230.23
"2011","52","Pays de la Loire","44","Loire-Atlantique","08B","Emballages, journaux-magazines",68718.18,1296364,53.01
"2011","52","Pays de la Loire","44","Loire-Atlantique","08C","Verre",48575.2,1296364,37.47
"2011","52","Pays de la Loire","49","Maine-et-Loire","08A","Ordures ménagères résiduelles",143179.06,790343,181.16
"2011","52","Pays de la Loire","49","Maine-et-Loire","08B","Emballages, journaux-magazines",44005.94,790343,55.68
"2011","52","Pays de la Loire","49","Maine-et-Loire","08C","Verre",29418.25,790343,37.22
"2011","52","Pays de la Loire","53","Mayenne","08A","Ordures ménagères résiduelles",64514.22,307031,210.12
"2011","52","Pays de la Loire","53","Mayenne","08B","Emballages, journaux-magazines",14326.58,307031,46.66
"2011","52","Pays de la Loire","53","Mayenne","08C","Verre",10090.48,307031,32.86
"2011","52","Pays de la Loire","72","Sarthe","08A","Ordures ménagères résiduelles",124999.96,565718,220.96
"2011","52","Pays de la Loire","72","Sarthe","08B","Emballages, journaux-magazines",28269.95,565718,49.97
"2011","52","Pays de la Loire","72","Sarthe","08C","Verre",19572.38,565718,34.6
"2011","52","Pays de la Loire","85","Vendée","08A","Ordures ménagères résiduelles",143705.92,641657,223.96
"2011","52","Pays de la Loire","85","Vendée","08B","Emballages, journaux-magazines",37623.38,641657,58.63
"2011","52","Pays de la Loire","85","Vendée","08C","Verre",31463.89,641657,49.04
"2011","93","Provence-Alpes-Côte d'Azur","04","Alpes-de-Haute-Provence","08A","Ordures ménagères résiduelles",61117.39,160959,379.71
"2011","93","Provence-Alpes-Côte d'Azur","04","Alpes-de-Haute-Provence","08B","Emballages, journaux-magazines",5362.84,160959,33.32
"2011","93","Provence-Alpes-Côte d'Azur","04","Alpes-de-Haute-Provence","08C","Verre",4101.82,160959,25.48
"2011","93","Provence-Alpes-Côte d'Azur","05","Hautes-Alpes","08A","Ordures ménagères résiduelles",49239.8,138605,355.25
"2011","93","Provence-Alpes-Côte d'Azur","05","Hautes-Alpes","08B","Emballages, journaux-magazines",7171.17,138605,51.74
"2011","93","Provence-Alpes-Côte d'Azur","05","Hautes-Alpes","08C","Verre",5107.38,138605,36.85
"2011","93","Provence-Alpes-Côte d'Azur","06","Alpes-Maritimes","08A","Ordures ménagères résiduelles",492445.17,1081244,455.44
"2011","93","Provence-Alpes-Côte d'Azur","06","Alpes-Maritimes","08B","Emballages, journaux-magazines",45918.53,1081244,42.47
"2011","93","Provence-Alpes-Côte d'Azur","06","Alpes-Maritimes","08C","Verre",25390.07,1081244,23.48
"2011","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône","08A","Ordures ménagères résiduelles",789427.16,1975896,399.53
"2011","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône","08B","Emballages, journaux-magazines",54614.84,1975896,27.64
"2011","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône","08C","Verre",28105.79,1975896,14.22
"2011","93","Provence-Alpes-Côte d'Azur","83","Var","08A","Ordures ménagères résiduelles",490318.1,1012735,484.15
"2011","93","Provence-Alpes-Côte d'Azur","83","Var","08B","Emballages, journaux-magazines",39550.66,1012735,39.05
"2011","93","Provence-Alpes-Côte d'Azur","83","Var","08C","Verre",23870.92,1012735,23.57
"2011","93","Provence-Alpes-Côte d'Azur","84","Vaucluse","08A","Ordures ménagères résiduelles",201187.42,546630,368.05
"2011","93","Provence-Alpes-Côte d'Azur","84","Vaucluse","08B","Emballages, journaux-magazines",18641.25,546630,34.1
"2011","93","Provence-Alpes-Côte d'Azur","84","Vaucluse","08C","Verre",13055.58,546630,23.88
"2013","84","Auvergne-Rhône-Alpes","01","Ain","08A","Ordures ménagères résiduelles",125932.38,619497,203.28
"2013","84","Auvergne-Rhône-Alpes","01","Ain","08B","Emballages, journaux-magazines",26599.22,619497,42.94
"2013","84","Auvergne-Rhône-Alpes","01","Ain","08C","Verre",21927.35,619497,35.4
"2013","84","Auvergne-Rhône-Alpes","03","Allier","08A","Ordures ménagères résiduelles",94243.8,343431,274.42
"2013","84","Auvergne-Rhône-Alpes","03","Allier","08B","Emballages, journaux-magazines",15261.86,343431,44.44
"2013","84","Auvergne-Rhône-Alpes","03","Allier","08C","Verre",9672.39,343431,28.16
"2013","84","Auvergne-Rhône-Alpes","03","Allier","08D","Déchets de produits alimentaires",8.4,343431,0.02
"2013","84","Auvergne-Rhône-Alpes","07","Ardèche","08A","Ordures ménagères résiduelles",83497.07,320379,260.62
"2013","84","Auvergne-Rhône-Alpes","07","Ardèche","08B","Emballages, journaux-magazines",12456,320379,38.88
"2013","84","Auvergne-Rhône-Alpes","07","Ardèche","08C","Verre",10976.74,320379,34.26
"2013","84","Auvergne-Rhône-Alpes","15","Cantal","08A","Ordures ménagères résiduelles",39395.61,147035,267.93
"2013","84","Auvergne-Rhône-Alpes","15","Cantal","08B","Emballages, journaux-magazines",6201.86,147035,42.18
"2013","84","Auvergne-Rhône-Alpes","15","Cantal","08C","Verre",4921.54,147035,33.47
"2013","84","Auvergne-Rhône-Alpes","26","Drôme","08A","Ordures ménagères résiduelles",127278.75,494712,257.28
"2013","84","Auvergne-Rhône-Alpes","26","Drôme","08B","Emballages, journaux-magazines",19649.56,494712,39.72
"2013","84","Auvergne-Rhône-Alpes","26","Drôme","08C","Verre",13894.14,494712,28.09
"2013","84","Auvergne-Rhône-Alpes","38","Isère","08A","Ordures ménagères résiduelles",275259.47,1235387,222.81
"2013","84","Auvergne-Rhône-Alpes","38","Isère","08B","Emballages, journaux-magazines",60853.99,1235387,49.26
"2013","84","Auvergne-Rhône-Alpes","38","Isère","08C","Verre",33527.95,1235387,27.14
"2013","84","Auvergne-Rhône-Alpes","38","Isère","08D","Déchets de produits alimentaires",1852.38,1235387,1.5
"2013","84","Auvergne-Rhône-Alpes","42","Loire","08A","Ordures ménagères résiduelles",176042.49,756715,232.64
"2013","84","Auvergne-Rhône-Alpes","42","Loire","08B","Emballages, journaux-magazines",32571.65,756715,43.04
"2013","84","Auvergne-Rhône-Alpes","42","Loire","08C","Verre",17804.23,756715,23.53
"2013","84","Auvergne-Rhône-Alpes","43","Haute-Loire","08A","Ordures ménagères résiduelles",51833.97,226203,229.15
"2013","84","Auvergne-Rhône-Alpes","43","Haute-Loire","08B","Emballages, journaux-magazines",11037.52,226203,48.79
"2013","84","Auvergne-Rhône-Alpes","43","Haute-Loire","08C","Verre",6999.55,226203,30.94
"2013","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08A","Ordures ménagères résiduelles",146400.02,640999,228.39
"2013","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08B","Emballages, journaux-magazines",40058.62,640999,62.49
"2013","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08C","Verre",17577.75,640999,27.42
"2013","84","Auvergne-Rhône-Alpes","69","Rhône","08A","Ordures ménagères résiduelles",401225.05,1779845,225.43
"2013","84","Auvergne-Rhône-Alpes","69","Rhône","08B","Emballages, journaux-magazines",81924.89,1779845,46.03
"2013","84","Auvergne-Rhône-Alpes","69","Rhône","08C","Verre",40615.11,1779845,22.82
"2013","84","Auvergne-Rhône-Alpes","73","Savoie","08A","Ordures ménagères résiduelles",130554.75,423715,308.12
"2013","84","Auvergne-Rhône-Alpes","73","Savoie","08B","Emballages, journaux-magazines",23490.27,423715,55.44
"2013","84","Auvergne-Rhône-Alpes","73","Savoie","08C","Verre",20112.81,423715,47.47
"2013","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08A","Ordures ménagères résiduelles",231336,769677,300.56
"2013","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08B","Emballages, journaux-magazines",32991.19,769677,42.86
"2013","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08C","Verre",32363.14,769677,42.05
"2013","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08A","Ordures ménagères résiduelles",123566.32,529761,233.25
"2013","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08B","Emballages, journaux-magazines",32500.6,529761,61.35
"2013","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08C","Verre",19820.54,529761,37.41
"2013","27","Bourgogne-Franche-Comté","25","Doubs","08A","Ordures ménagères résiduelles",105883.56,533320,198.54
"2013","27","Bourgogne-Franche-Comté","25","Doubs","08B","Emballages, journaux-magazines",29382.18,533320,55.09
"2013","27","Bourgogne-Franche-Comté","25","Doubs","08C","Verre",20642.58,533320,38.71
"2013","27","Bourgogne-Franche-Comté","39","Jura","08A","Ordures ménagères résiduelles",51156.13,260502,196.38
"2013","27","Bourgogne-Franche-Comté","39","Jura","08B","Emballages, journaux-magazines",16943.63,260502,65.04
"2013","27","Bourgogne-Franche-Comté","39","Jura","08C","Verre",11234.05,260502,43.12
"2013","27","Bourgogne-Franche-Comté","58","Nièvre","08A","Ordures ménagères résiduelles",43433.85,215221,201.81
"2013","27","Bourgogne-Franche-Comté","58","Nièvre","08B","Emballages, journaux-magazines",7800.6,215221,36.24
"2013","27","Bourgogne-Franche-Comté","58","Nièvre","08C","Verre",8772.1,215221,40.76
"2013","27","Bourgogne-Franche-Comté","58","Nièvre","08D","Déchets de produits alimentaires",3440.17,215221,15.98
"2013","27","Bourgogne-Franche-Comté","70","Haute-Saône","08A","Ordures ménagères résiduelles",38244.31,238956,160.05
"2013","27","Bourgogne-Franche-Comté","70","Haute-Saône","08B","Emballages, journaux-magazines",13217.63,238956,55.31
"2013","27","Bourgogne-Franche-Comté","70","Haute-Saône","08C","Verre",10010.64,238956,41.89
"2013","27","Bourgogne-Franche-Comté","71","Saône-et-Loire","08A","Ordures ménagères résiduelles",118035.02,556222,212.21
"2013","27","Bourgogne-Franche-Comté","71","Saône-et-Loire","08B","Emballages, journaux-magazines",29611.74,556222,53.24
"2013","27","Bourgogne-Franche-Comté","71","Saône-et-Loire","08C","Verre",19432.91,556222,34.94
"2013","27","Bourgogne-Franche-Comté","89","Yonne","08A","Ordures ménagères résiduelles",83674.88,341483,245.03
"2013","27","Bourgogne-Franche-Comté","89","Yonne","08B","Emballages, journaux-magazines",16421.83,341483,48.09
"2013","27","Bourgogne-Franche-Comté","89","Yonne","08C","Verre",12070.51,341483,35.35
"2013","27","Bourgogne-Franche-Comté","89","Yonne","08D","Déchets de produits alimentaires",60.25,341483,0.18
"2013","27","Bourgogne-Franche-Comté","90","Territoire-de-Belfort","08A","Ordures ménagères résiduelles",32798.61,144318,227.27
"2013","27","Bourgogne-Franche-Comté","90","Territoire-de-Belfort","08B","Emballages, journaux-magazines",8912.27,144318,61.75
"2013","27","Bourgogne-Franche-Comté","90","Territoire-de-Belfort","08C","Verre",4373.02,144318,30.3
"2013","53","Bretagne","22","Cotes-d'Armor","08A","Ordures ménagères résiduelles",134439.49,597085,225.16
"2013","53","Bretagne","22","Cotes-d'Armor","08B","Emballages, journaux-magazines",33620.08,597085,56.31
"2013","53","Bretagne","22","Cotes-d'Armor","08C","Verre",26221.19,597085,43.92
"2013","53","Bretagne","22","Cotes-d'Armor","08D","Déchets de produits alimentaires",267,597085,0.45
"2013","53","Bretagne","29","Finistère","08A","Ordures ménagères résiduelles",223760.14,903921,247.54
"2013","53","Bretagne","29","Finistère","08B","Emballages, journaux-magazines",49663.54,903921,54.94
"2013","53","Bretagne","29","Finistère","08C","Verre",37484.09,903921,41.47
"2013","53","Bretagne","35","Ille-et-Vilaine","08A","Ordures ménagères résiduelles",201675.09,1019923,197.74
"2013","53","Bretagne","35","Ille-et-Vilaine","08B","Emballages, journaux-magazines",54518.45,1019923,53.45
"2013","53","Bretagne","35","Ille-et-Vilaine","08C","Verre",38845.41,1019923,38.09
"2013","53","Bretagne","35","Ille-et-Vilaine","08D","Déchets de produits alimentaires",1205,1019923,1.18
"2013","53","Bretagne","56","Morbihan","08A","Ordures ménagères résiduelles",156787.28,737778,212.51
"2013","53","Bretagne","56","Morbihan","08B","Emballages, journaux-magazines",39734.92,737778,53.86
"2013","53","Bretagne","56","Morbihan","08C","Verre",36171.24,737778,49.03
"2013","53","Bretagne","56","Morbihan","08D","Déchets de produits alimentaires",7758,737778,10.52
"2013","24","Centre-Val de Loire","18","Cher","08A","Ordures ménagères résiduelles",65386.99,311650,209.81
"2013","24","Centre-Val de Loire","18","Cher","08B","Emballages, journaux-magazines",14484.82,311650,46.48
"2013","24","Centre-Val de Loire","18","Cher","08C","Verre",11313.98,311650,36.3
"2013","24","Centre-Val de Loire","18","Cher","08D","Déchets de produits alimentaires",29.34,311650,0.09
"2013","24","Centre-Val de Loire","28","Eure-et-Loir","08A","Ordures ménagères résiduelles",108357.68,432967,250.27
"2013","24","Centre-Val de Loire","28","Eure-et-Loir","08B","Emballages, journaux-magazines",17838.69,432967,41.2
"2013","24","Centre-Val de Loire","28","Eure-et-Loir","08C","Verre",12761.31,432967,29.47
"2013","24","Centre-Val de Loire","36","Indre","08A","Ordures ménagères résiduelles",57562,228091,252.36
"2013","24","Centre-Val de Loire","36","Indre","08B","Emballages, journaux-magazines",7797.57,228091,34.19
"2013","24","Centre-Val de Loire","36","Indre","08C","Verre",8980.55,228091,39.37
"2013","24","Centre-Val de Loire","37","Indre-et-Loire","08A","Ordures ménagères résiduelles",127148.85,600252,211.83
"2013","24","Centre-Val de Loire","37","Indre-et-Loire","08B","Emballages, journaux-magazines",33384.07,600252,55.62
"2013","24","Centre-Val de Loire","37","Indre-et-Loire","08C","Verre",21802.97,600252,36.32
"2013","24","Centre-Val de Loire","41","Loir-et-Cher","08A","Ordures ménagères résiduelles",76600.96,332001,230.73
"2013","24","Centre-Val de Loire","41","Loir-et-Cher","08B","Emballages, journaux-magazines",13799.63,332001,41.57
"2013","24","Centre-Val de Loire","41","Loir-et-Cher","08C","Verre",11859.51,332001,35.72
"2013","24","Centre-Val de Loire","45","Loiret","08A","Ordures ménagères résiduelles",151004.47,665587,226.87
"2013","24","Centre-Val de Loire","45","Loiret","08B","Emballages, journaux-magazines",26977.54,665587,40.53
"2013","24","Centre-Val de Loire","45","Loiret","08C","Verre",18171.36,665587,27.3
"2013","94","Corse","2A","Corse-du-Sud","08A","Ordures ménagères résiduelles",78061.56,149234,523.08
"2013","94","Corse","2A","Corse-du-Sud","08B","Emballages, journaux-magazines",3192.4,149234,21.39
"2013","94","Corse","2A","Corse-du-Sud","08C","Verre",4246.81,149234,28.46
"2013","94","Corse","2B","Haute-Corse","08A","Ordures ménagères résiduelles",78664.47,170974,460.1
"2013","94","Corse","2B","Haute-Corse","08B","Emballages, journaux-magazines",4085.17,170974,23.89
"2013","94","Corse","2B","Haute-Corse","08C","Verre",3999.27,170974,23.39
"2013","97","DROM-COM","971","Guadeloupe","08A","Ordures ménagères résiduelles",149726.4,402119,372.34
"2013","97","DROM-COM","971","Guadeloupe","08B","Emballages, journaux-magazines",2646.48,402119,6.58
"2013","97","DROM-COM","971","Guadeloupe","08C","Verre",2847.14,402119,7.08
"2013","97","DROM-COM","972","Martinique","08A","Ordures ménagères résiduelles",127127.17,385551,329.73
"2013","97","DROM-COM","972","Martinique","08B","Emballages, journaux-magazines",3618.95,385551,9.39
"2013","97","DROM-COM","972","Martinique","08C","Verre",2131.4,385551,5.53
"2013","97","DROM-COM","972","Martinique","08D","Déchets de produits alimentaires",1961,385551,5.09
"2013","97","DROM-COM","973","Guyane","08A","Ordures ménagères résiduelles",56067.84,244118,229.68
"2013","97","DROM-COM","973","Guyane","08B","Emballages, journaux-magazines",0,244118,0
"2013","97","DROM-COM","973","Guyane","08C","Verre",1212.72,244118,4.97
"2013","97","DROM-COM","974","La Réunion","08A","Ordures ménagères résiduelles",230868.97,835103,276.46
"2013","97","DROM-COM","974","La Réunion","08B","Emballages, journaux-magazines",28415.13,835103,34.03
"2013","97","DROM-COM","974","La Réunion","08C","Verre",9482,835103,11.35
"2013","97","DROM-COM","987","Polynésie française","08A","Ordures ménagères résiduelles",93270.2,268270,347.67
"2013","97","DROM-COM","987","Polynésie française","08B","Emballages, journaux-magazines",8172.3,268270,30.46
"2013","97","DROM-COM","987","Polynésie française","08C","Verre",3482.5,268270,12.98
"2013","97","DROM-COM","987","Polynésie française","08D","Déchets de produits alimentaires",111.75,268270,0.42
"2013","44","Grand Est","08","Ardennes","08A","Ordures ménagères résiduelles",70849.51,280907,252.22
"2013","44","Grand Est","08","Ardennes","08B","Emballages, journaux-magazines",14955.39,280907,53.24
"2013","44","Grand Est","08","Ardennes","08C","Verre",9714.46,280907,34.58
"2013","44","Grand Est","10","Aube","08A","Ordures ménagères résiduelles",79932.08,306581,260.72
"2013","44","Grand Est","10","Aube","08B","Emballages, journaux-magazines",12683.03,306581,41.37
"2013","44","Grand Est","10","Aube","08C","Verre",10991.85,306581,35.85
"2013","44","Grand Est","51","Marne","08A","Ordures ménagères résiduelles",141085.87,569999,247.52
